aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
-0.46346452564173773,0.4248286892287175,-0.3621177610916708,-1.0343513651214682,-0.6326009897970006,-0.6807773112270523,-0.6550976008142373,-1.080156598217643,-0.4171966455868344,-0.970369949594244,-0.8508724628487738,1.1960683733864612,-0.8642312103900754,-2.1628934458191966,-0.40195957906238944,-0.5057331386172348,-0.762103104834953,0.706128708473912,-0.6813290539939263,-1.288727755106134,0
-0.2974886313065787,-0.06062050866180719,-0.5600460964316804,-0.8616754758134015,-0.9932407300974273,0.31647668944442714,-0.5073033604341642,0.5111431069433404,-0.9454511738054427,-0.575804029461784,-0.848227587744516,-0.4887974680276199,1.6025520169500709,-0.1392904766667169,-0.40195957906238944,1.2915589472675981,-0.3186460104319711,-0.3365684573538627,-0.9599587492111841,-0.917040151231201,0
-0.5187898237534573,-0.4401944754578788,-0.3621177610916708,-0.8616754758134015,-0.9100161746434826,-0.824911678511602,-0.5812004806242008,-1.1107585156245852,-0.8765484092551894,-0.8186138264663748,-0.8588070881615473,0.43959799560871043,-1.3550615233648522,-2.2152280053662436,-0.7390053838214986,-0.9280600301416041,-1.0161222171628745,0.01099726458872885,-0.9599587492111841,-0.917040151231201,0
-0.46346452564173773,-0.8175157777625789,-0.5204604293636784,-1.2810312069901348,-0.07777062010403661,-0.8482848191523398,-0.5812004806242008,-1.217865226548882,-0.8076456447049362,-0.970369949594244,-0.861451963265805,0.26767290975013086,-0.7649824338694404,-1.4650993185252383,-0.06491377430328019,-0.7821961238319827,-0.22823242807796512,0.3585629865313201,-0.6813290539939263,0.5697102642685317,0
-0.4555609116257778,1.333778811497055,-0.40170342815967275,-0.6478862795272238,0.19964456474244546,-0.836598248831971,-0.6181490407192191,-0.8047393415551651,0.7771179399508892,-0.970369949594244,-0.848227587744516,-0.8154551311589212,-1.5986721566427746,-1.8139963821722176,0.9462236399740475,-0.9139259306929973,0.21522466632501663,0.3585629865313201,-0.4026993587766685,-0.917040151231201,0
-0.4713681396576977,0.24686819441038113,-0.5600460964316804,-0.878120798604646,-0.35518580495051866,-0.6885683581072982,-0.8398404012893286,-1.1107585156245852,0.34073376446595166,-0.970369949594244,-0.8535173379530316,1.2476458991440347,-0.6657336573488054,-1.9535552076310094,-0.40195957906238944,-0.6962607991844536,0.29702743131197445,1.0536944304165032,-0.9599587492111841,-1.288727755106134,0
-0.4871753676896175,-0.9594336407189735,-0.5996317634996823,-0.5081010358016461,-0.6326009897970006,-0.8288072019517251,-0.765943281099292,-1.141360433031527,-1.106224291089367,-0.970369949594244,-0.8561622130572895,1.3336084420733245,0.8645020242784397,-1.1336471080606079,-0.06491377430328019,-0.7646698405157103,-0.7405760614173326,0.01099726458872885,-0.7509864777982407,-0.1736649434813346,0
-0.4871753676896175,0.23335220746215338,-0.24336075988766506,0.14971187584813164,0.19964456474244546,-0.832702725391848,-0.6550976008142373,-1.217865226548882,-1.106224291089367,-0.970369949594244,-0.8693865885785784,-0.007407227623596639,0.38449885056045946,-1.3953199057958423,-0.40195957906238944,-0.4785956676759099,-0.8439058698219108,0.3585629865313201,-0.4723567825809829,0.9413978681434652,0
-0.4476572976098178,1.0983753721487495,-0.3621177610916708,-0.9192341055827571,0.19964456474244546,-0.7898519675504954,-0.8398404012893286,-0.36101153915450634,-0.37126146921999886,-0.575804029461784,-0.8667417134743206,0.3020579269218468,-0.5556577415713738,-1.7965515289898686,-0.7390053838214986,-0.8325135178690226,-0.9127924087582963,-1.0316999012390455,-0.5420142063852973,-0.917040151231201,0
-0.49507898170557746,-1.5777900436004075,-0.3621177610916708,-1.0919099948908237,-0.6326009897970006,-0.7236280690684048,-0.8767889613843467,-1.171962350438469,0.7082151754006358,-0.970369949594244,-0.8640968383700628,0.8694107102551595,-1.647394283298359,-0.8545294571430245,-0.7390053838214986,-0.6595121406180761,-0.6458570703798024,-0.3365684573538627,-0.5420142063852973,-0.1736649434813346,0
-0.5187898237534573,-1.1047305004124253,-0.5204604293636784,-1.026128703725846,0.19964456474244546,-0.832702725391848,-0.6920461609092555,-1.233166185252353,0.38666894083278697,-0.970369949594244,-0.8535173379530316,0.4567905041945684,-1.6997254563728756,-0.7324154848665817,-0.06491377430328019,-0.9037493790900005,-0.8654329132395312,0.706128708473912,-0.5420142063852973,0.19802266039359864,0
-0.5108862097374973,-1.0878355167271403,-0.4808747622956765,-0.993238058143357,0.47705974958892733,-0.8132251081912332,-0.765943281099292,-1.080156598217643,-0.9224835856220249,-0.8793162757175224,-0.848227587744516,-0.31687238216904007,0.18419677430972345,-1.5174338780722851,0.6091778352149383,-0.9116644747812204,-1.1151466168839288,-0.6841341792964543,-0.7509864777982407,-0.5453525473562678,0
-0.4713681396576977,-0.8152631132712075,-0.3225320940236689,-0.614995633944735,-0.35518580495051866,-0.6612996940264374,-0.6920461609092555,-1.126059474328056,-0.3023587046697455,-0.970369949594244,-0.8640968383700628,-0.43721994227004596,-0.4582134882602049,-0.9068640166900713,-1.0760511885806079,-0.5407857052497795,0.6156276738927574,0.706128708473912,-0.6813290539939263,0.19802266039359864,0
-0.4555609116257778,1.0217847794421238,-0.24336075988766506,-1.2645858841988904,1.0318901192818914,-0.6924638815474212,-0.6920461609092555,-1.2025642678454112,0.593377234483547,-0.970369949594244,-0.8455827126402582,0.6459080986390062,0.059684672856563245,-1.9884449139957072,-1.0760511885806079,-0.8053760469276976,-1.1151466168839288,0.3585629865313201,-0.5420142063852973,-0.917040151231201,0
-0.4476572976098178,0.5307039203231705,-0.635258863860884,-1.2563632228032682,-1.0209822485820754,0.9319693929838558,-0.17476631957900013,0.5723469417572244,0.5244744699332936,1.8219427159585504,1.563898507338595,-0.23090983923975042,-0.06482742859659694,0.13982717425086638,0.6091778352149383,0.3010412579092378,0.055924545034625066,-0.6841341792964543,-0.12406966355941065,1.3130854720183982,0
